CustomerID,Gender,SeniorCitizen,Partner,Dependents,Region,InternetService,OnlineSecurity,TechSupport,OnlineBackup,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TenureMonths,MonthlyCharges,TotalCharges,AccountStartDate,AccountEndDate,Churn,ChurnProbability,ChurnReason
101785,Female,1,No,Yes,Bengaluru South,DSL,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65,67.99,4397.5,2020-08-23 21:30:51,,No,0.574,
101786,Female,1,Yes,Yes,Delhi,Fiber optic,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),35,83.04,2914.87,2022-10-08 09:17:19,2023-09-24 09:17:19,Yes,0.711,Service issues
101787,Female,0,No,No,Ahmedabad,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,51,83.59,4243.65,2023-07-05 04:24:18,2024-01-09 04:24:18,Yes,0.75,Relocation
101788,Male,1,No,Yes,Pune,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58,55.03,3178.97,2023-06-25 13:52:33,2023-10-03 13:52:33,Yes,0.69,Relocation
101789,Female,0,No,Yes,Hyderabad,DSL,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),59,56.38,3382.42,2021-07-09 21:09:46,,No,0.354,
101790,Male,0,No,No,Bengaluru South,DSL,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,63,68.67,4364.66,2023-05-31 13:43:28,2026-01-13 00:00:00,Yes,0.769,Price too high
101791,Female,0,Yes,No,Bengaluru North,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,31,72.92,2287.29,2022-06-14 18:59:41,2024-01-25 18:59:41,Yes,0.87,Competitor offer
101792,Male,0,No,Yes,Bengaluru South,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,48,41.18,1955.54,2024-04-25 21:40:41,2024-10-23 21:40:41,Yes,0.786,Service issues
101793,Male,0,No,No,Mumbai,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65,73.43,4776.49,2019-10-13 16:32:42,2022-02-02 16:32:42,Yes,0.646,Payment problems
101794,Female,0,Yes,Yes,Pune,None,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3,18.25,43.94,2023-05-16 02:59:20,2025-12-16 02:59:20,Yes,0.891,Service issues
101795,Female,0,Yes,Yes,Ahmedabad,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,7,70.38,521.72,2022-07-01 19:29:05,2026-01-13 00:00:00,Yes,0.668,Relocation
101796,Male,1,Yes,No,Delhi,None,No,No,No,No,No,Month-to-month,No,Mailed check,64,23.72,1516.3,2025-03-07 12:46:35,,No,0.832,
101797,Female,0,Yes,Yes,Pune,DSL,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),8,46.03,368.23,2023-12-16 05:08:16,2026-01-13 00:00:00,Yes,0.802,Price too high
101798,Male,0,Yes,No,Bengaluru North,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,26,94.22,2491.87,2021-04-01 07:28:56,2022-10-20 07:28:56,Yes,0.646,Service issues
101799,Male,0,No,Yes,Bengaluru North,Fiber optic,No,No,Yes,Yes,Yes,One year,No,Electronic check,27,83.51,2247.41,2019-01-29 19:12:02,2021-08-18 19:12:02,Yes,0.786,Payment problems
101800,Male,0,No,No,Bengaluru North,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,0,75.27,0.0,2025-10-07 23:33:29,,No,0.802,
101801,Male,0,No,No,Hyderabad,DSL,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),41,42.48,1751.95,2021-04-30 15:18:18,2024-10-09 15:18:18,Yes,0.802,Relocation
101802,Male,0,No,No,Delhi,None,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),5,17.26,103.9,2019-11-23 17:05:50,,No,0.891,
101803,Female,0,No,No,Bengaluru South,DSL,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),34,51.97,1786.28,2019-05-13 21:20:26,,No,0.786,
101804,Male,0,No,No,Chennai,Fiber optic,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,14,86.63,1222.38,2021-08-02 02:35:11,2022-12-09 02:35:11,Yes,0.426,Competitor offer
101805,Male,0,No,No,Pune,DSL,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,9,65.84,623.99,2019-03-01 09:02:28,,No,0.5,
101806,Female,0,Yes,Yes,Bengaluru North,Fiber optic,No,No,No,Yes,No,One year,Yes,Credit card (automatic),45,69.62,3151.98,2022-04-05 23:34:24,2024-12-10 23:34:24,Yes,0.525,Competitor offer
101807,Male,0,No,No,Chennai,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64,83.03,5327.75,2022-01-20 01:42:25,2022-11-04 01:42:25,Yes,0.75,Service issues
101808,Female,0,No,Yes,Kolkata,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),19,89.78,1695.28,2022-04-16 01:04:22,2022-11-16 01:04:22,Yes,0.646,Payment problems
101809,Female,0,Yes,No,Mumbai,DSL,No,No,Yes,No,No,One year,No,Electronic check,29,49.09,1360.13,2021-11-30 05:41:01,2025-09-01 05:41:01,Yes,0.69,Service issues
101810,Female,0,No,No,Hyderabad,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,41,81.59,3338.92,2022-07-20 17:29:56,2024-05-19 17:29:56,Yes,0.87,Price too high
101811,Male,0,No,Yes,Bengaluru South,DSL,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),9,63.77,632.02,2022-01-04 08:31:03,2023-06-03 08:31:03,Yes,0.198,Payment problems
101812,Male,0,No,No,Kolkata,DSL,No,No,No,Yes,Yes,One year,Yes,Mailed check,51,55.04,2801.38,2021-10-08 09:18:32,,No,0.525,
101813,Male,0,Yes,Yes,Ahmedabad,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),22,83.22,1840.02,2025-04-21 15:51:59,,No,0.769,
101814,Female,0,No,No,Delhi,Fiber optic,Yes,No,No,No,Yes,One year,No,Credit card (automatic),19,79.22,1488.07,2021-10-05 16:34:48,2023-06-29 16:34:48,Yes,0.426,Competitor offer
101815,Male,0,Yes,Yes,Bengaluru South,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,33,69.41,2312.14,2025-06-07 18:40:48,,No,0.786,
101816,Female,0,Yes,No,Delhi,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37,77.63,2870.36,2024-12-30 06:39:10,2026-01-13 00:00:00,Yes,0.69,Competitor offer
101817,Male,1,Yes,Yes,Mumbai,Fiber optic,No,No,No,Yes,Yes,One year,No,Mailed check,0,73.61,18.09,2023-04-03 15:50:41,,No,0.769,
101818,Female,1,No,Yes,Bengaluru North,DSL,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),18,68.21,1242.22,2019-03-08 19:57:02,,No,0.599,
101819,Male,0,No,No,Hyderabad,Fiber optic,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),63,81.05,5099.89,2020-06-26 05:07:33,,No,0.646,
101820,Male,0,Yes,Yes,Bengaluru North,None,No,No,No,No,No,One year,Yes,Electronic check,41,19.15,799.77,2024-05-18 19:36:38,2026-01-13 00:00:00,Yes,0.668,Relocation
101821,Male,0,No,No,Bengaluru South,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),44,85.91,3801.57,2022-07-02 20:20:25,2026-01-13 00:00:00,Yes,0.646,Competitor offer
101822,Female,1,Yes,No,Hyderabad,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,44,77.64,3365.48,2020-03-13 14:25:47,2021-01-02 14:25:47,Yes,0.711,Price too high
101823,Female,1,Yes,Yes,Hyderabad,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,16,51.18,817.12,2025-01-11 04:26:55,2026-01-13 00:00:00,Yes,0.69,Price too high
101824,Male,0,No,No,Bengaluru North,Fiber optic,No,No,Yes,No,No,Two year,Yes,Electronic check,64,75.09,4833.99,2022-07-29 12:08:19,,No,0.475,
101825,Male,0,Yes,Yes,Hyderabad,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,59,75.92,4476.53,2024-01-14 08:43:06,2025-12-17 08:43:06,Yes,0.87,Price too high
101826,Female,0,No,Yes,Jaipur,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,52,85.7,4526.79,2024-11-18 15:23:45,2026-01-13 00:00:00,Yes,0.881,Competitor offer
101827,Female,0,Yes,Yes,Bengaluru North,None,No,No,No,No,No,One year,No,Electronic check,32,28.78,901.33,2025-08-17 06:18:06,2026-01-13 00:00:00,Yes,0.69,Service issues
101828,Female,0,Yes,No,Delhi,DSL,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),29,70.53,2061.16,2024-01-04 06:26:55,2024-02-20 06:26:55,Yes,0.401,Service issues
101829,Male,0,No,Yes,Hyderabad,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,13,62.47,810.96,2019-09-20 07:56:44,2021-07-17 07:56:44,Yes,0.525,Price too high
101830,Female,1,No,No,Hyderabad,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39,57.3,2193.31,2025-12-23 10:23:56,,No,0.891,
101831,Male,0,Yes,No,Bengaluru South,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,53,78.4,4171.01,2019-06-10 10:01:10,2023-03-02 10:01:10,Yes,0.786,Competitor offer
101832,Female,0,No,Yes,Bengaluru South,Fiber optic,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),70,78.86,5530.4,2021-05-06 22:10:27,,No,0.401,
101833,Male,1,No,No,Kolkata,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),20,94.08,1877.64,2022-04-22 07:55:16,,No,0.25,
101834,Female,1,No,No,Jaipur,DSL,No,No,Yes,No,Yes,One year,Yes,Electronic check,49,59.17,2929.2,2025-12-18 13:29:40,2026-01-13 00:00:00,Yes,0.711,Relocation
101835,Female,0,Yes,Yes,Kolkata,Fiber optic,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),52,88.75,4578.4,2019-07-25 07:39:08,2021-02-26 07:39:08,Yes,0.525,Service issues
101836,Female,0,No,Yes,Jaipur,DSL,Yes,No,No,No,No,Month-to-month,No,Mailed check,7,50.53,339.65,2023-08-19 21:37:08,2024-10-01 21:37:08,Yes,0.711,Competitor offer
101837,Female,0,No,No,Chennai,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,41,70.27,2868.85,2025-02-02 16:46:00,2026-01-13 00:00:00,Yes,0.786,Service issues
101838,Female,0,Yes,No,Jaipur,DSL,Yes,No,No,No,Yes,One year,No,Mailed check,15,56.85,850.82,2022-07-28 17:46:44,,No,0.426,
101839,Male,1,No,No,Hyderabad,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,47,70.42,3336.47,2023-03-13 11:35:48,2026-01-13 00:00:00,Yes,0.891,Relocation
101840,Female,1,No,Yes,Ahmedabad,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,26,76.44,1993.81,2019-09-02 05:45:02,2024-02-20 05:45:02,Yes,0.802,Service issues
101841,Female,0,No,Yes,Bengaluru South,DSL,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),55,70.17,3897.19,2025-12-13 06:26:36,2026-01-13 00:00:00,Yes,0.25,Relocation
101842,Female,0,No,No,Kolkata,Fiber optic,No,No,Yes,Yes,No,One year,Yes,Mailed check,43,77.08,3278.78,2022-06-07 19:36:49,,No,0.525,
101843,Male,0,No,Yes,Bengaluru South,None,No,No,No,No,No,Month-to-month,No,Electronic check,18,20.95,349.75,2025-06-13 16:16:10,2026-01-13 00:00:00,Yes,0.881,Relocation
101844,Female,1,No,No,Bengaluru North,DSL,Yes,No,No,Yes,No,Two year,Yes,Mailed check,32,59.87,1870.68,2023-10-16 03:11:05,2024-05-13 03:11:05,Yes,0.269,Service issues
101845,Male,0,No,Yes,Pune,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,31,75.15,2354.67,2024-08-28 04:33:49,2026-01-13 00:00:00,Yes,0.87,Price too high
101846,Female,0,No,No,Mumbai,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,26,87.95,2231.05,2025-11-05 07:32:05,2026-01-13 00:00:00,Yes,0.75,Competitor offer
101847,Female,0,No,No,Bengaluru North,None,No,No,No,No,No,One year,No,Bank transfer (automatic),24,24.26,549.2,2022-04-14 20:19:42,2024-09-30 20:19:42,Yes,0.55,Competitor offer
101848,Male,0,Yes,Yes,Jaipur,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,58,87.95,5097.56,2020-11-21 10:54:52,,No,0.769,
101849,Female,0,Yes,Yes,Hyderabad,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33,73.51,2363.44,2022-07-21 06:43:51,,No,0.786,
101850,Male,0,No,No,Ahmedabad,Fiber optic,No,No,No,Yes,No,One year,Yes,Mailed check,71,69.61,4946.08,2020-08-14 22:47:16,2021-03-28 22:47:16,Yes,0.525,Competitor offer
101851,Male,1,Yes,Yes,Jaipur,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56,57.64,3257.93,2020-04-22 06:24:20,,No,0.69,
101852,Female,1,No,No,Delhi,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60,88.04,5270.41,2022-11-09 01:43:01,2025-04-02 01:43:01,Yes,0.87,Price too high
101853,Male,0,No,No,Mumbai,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Mailed check,70,74.41,5221.15,2021-08-17 18:46:59,2026-01-13 00:00:00,Yes,0.802,Service issues
101854,Female,0,No,Yes,Bengaluru South,Fiber optic,No,Yes,Yes,No,No,One year,Yes,Mailed check,59,80.0,4764.68,2021-03-17 21:33:53,,No,0.354,
101855,Female,0,No,Yes,Pune,DSL,No,Yes,Yes,No,No,One year,Yes,Electronic check,57,51.42,2940.7,2019-11-23 23:10:22,2021-03-18 23:10:22,Yes,0.5,Service issues
101856,Male,0,No,No,Chennai,DSL,No,Yes,Yes,Yes,No,One year,No,Electronic check,17,65.94,1150.52,2025-09-17 21:30:31,2026-01-13 00:00:00,Yes,0.525,Price too high
101857,Male,0,Yes,No,Delhi,DSL,No,No,Yes,No,No,One year,No,Electronic check,1,50.82,39.02,2023-04-10 18:31:48,2023-09-11 18:31:48,Yes,0.832,Service issues
101858,Male,1,No,Yes,Delhi,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,11,82.27,894.52,2020-12-04 12:49:06,2023-05-26 12:49:06,Yes,0.87,Competitor offer
101859,Male,0,Yes,No,Bengaluru South,None,No,No,No,No,No,One year,No,Electronic check,0,17.28,10.13,2021-08-14 05:23:53,2024-02-15 05:23:53,Yes,0.832,Price too high
101860,Female,0,Yes,No,Delhi,DSL,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67,48.08,3232.41,2019-03-11 06:53:20,,No,0.786,
101861,Female,1,Yes,No,Bengaluru North,DSL,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70,68.63,4820.55,2023-08-05 10:44:12,2026-01-13 00:00:00,Yes,0.401,Competitor offer
101862,Male,1,Yes,Yes,Ahmedabad,None,No,No,No,No,No,Month-to-month,Yes,Mailed check,23,20.34,493.31,2023-02-25 13:22:23,2023-10-20 13:22:23,Yes,0.818,Relocation
101863,Female,0,Yes,Yes,Bengaluru North,Fiber optic,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),60,83.73,5050.98,2023-10-22 23:01:41,,No,0.55,
101864,Female,0,Yes,No,Delhi,None,No,No,No,No,No,Two year,Yes,Electronic check,39,18.38,757.03,2023-01-23 11:32:33,,No,0.475,
101865,Female,0,No,No,Bengaluru North,DSL,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),29,64.72,1922.43,2023-06-28 02:33:47,,No,0.354,
101866,Female,0,No,No,Kolkata,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,51,76.72,3906.78,2020-09-04 10:07:49,2024-09-19 10:07:49,Yes,0.769,Competitor offer
101867,Male,0,Yes,Yes,Mumbai,Fiber optic,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,21,83.29,1753.81,2024-01-04 21:21:43,,No,0.332,
101868,Male,0,Yes,No,Bengaluru North,DSL,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),59,65.2,3854.35,2025-04-29 10:21:25,2026-01-13 00:00:00,Yes,0.711,Service issues
101869,Female,1,No,No,Pune,DSL,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,21,68.42,1462.45,2022-04-06 23:49:48,2025-10-01 23:49:48,Yes,0.802,Relocation
101870,Male,0,No,Yes,Ahmedabad,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,19,61.46,1169.22,2024-01-03 08:48:09,2026-01-13 00:00:00,Yes,0.769,Service issues
101871,Male,0,No,Yes,Ahmedabad,DSL,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,52,64.69,3343.3,2023-05-14 08:02:30,2024-01-21 08:02:30,Yes,0.711,Payment problems
101872,Male,0,Yes,No,Bengaluru South,None,No,No,No,No,No,Month-to-month,Yes,Electronic check,27,17.33,478.14,2025-08-11 17:04:13,2026-01-13 00:00:00,Yes,0.87,Competitor offer
101873,Female,0,No,No,Hyderabad,DSL,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),4,56.35,281.37,2025-04-17 21:42:05,2026-01-13 00:00:00,Yes,0.818,Price too high
101874,Female,1,No,Yes,Bengaluru North,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43,90.59,3863.67,2025-08-17 06:22:52,,No,0.786,
101875,Female,0,No,No,Bengaluru North,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45,79.69,3586.5,2024-12-16 03:05:57,,No,0.786,
101876,Male,0,Yes,No,Pune,DSL,Yes,No,No,No,No,Two year,Yes,Electronic check,22,56.31,1253.09,2019-09-20 06:08:00,,No,0.354,
101877,Female,0,Yes,No,Bengaluru South,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),9,74.33,646.74,2023-07-18 02:22:28,2025-12-01 02:22:28,Yes,0.646,Service issues
101878,Female,0,Yes,No,Kolkata,DSL,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),6,66.19,429.72,2022-08-11 14:47:48,,No,0.646,
101879,Male,0,Yes,No,Jaipur,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),33,72.79,2380.16,2022-03-30 04:29:25,2026-01-13 00:00:00,Yes,0.668,Service issues
101880,Female,0,No,Yes,Bengaluru North,None,No,No,No,No,No,Two year,Yes,Mailed check,45,21.78,990.46,2022-11-03 19:22:35,2026-01-13 00:00:00,Yes,0.332,Competitor offer
101881,Female,0,No,Yes,Bengaluru South,DSL,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,50,68.0,3384.85,2023-07-29 15:01:34,,No,0.5,
101882,Male,0,No,No,Delhi,DSL,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18,65.87,1199.56,2022-05-16 13:04:39,2024-09-27 13:04:39,Yes,0.769,Service issues
101883,Male,0,No,Yes,Pune,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,14,88.0,1227.8,2022-12-25 02:37:23,,No,0.75,
101884,Male,1,No,No,Ahmedabad,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),65,84.38,5471.18,2025-06-22 05:24:14,2026-01-13 00:00:00,Yes,0.802,Payment problems
101885,Female,1,Yes,No,Ahmedabad,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,44,97.36,4310.14,2023-05-22 06:43:33,,No,0.55,
101886,Female,0,No,Yes,Chennai,None,No,No,No,No,No,Two year,Yes,Credit card (automatic),24,19.44,491.33,2022-12-26 01:06:56,2023-05-29 01:06:56,Yes,0.332,Competitor offer
101887,Female,0,No,No,Mumbai,DSL,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,34,64.59,2187.02,2025-08-30 13:13:36,2026-01-13 00:00:00,Yes,0.818,Price too high
101888,Male,0,Yes,No,Kolkata,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,7,68.28,523.29,2019-03-14 07:31:04,2023-09-02 07:31:04,Yes,0.87,Payment problems
101889,Male,0,Yes,Yes,Bengaluru South,None,No,No,No,No,No,Month-to-month,Yes,Mailed check,18,23.35,423.44,2023-02-07 21:31:21,,No,0.786,
101890,Female,0,No,No,Jaipur,DSL,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),68,68.98,4717.43,2024-08-05 05:54:13,,No,0.13,
101891,Female,1,No,No,Bengaluru North,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),37,70.6,2594.95,2025-05-18 23:57:18,2026-01-13 00:00:00,Yes,0.69,Competitor offer
101892,Male,1,Yes,No,Pune,DSL,No,No,No,Yes,Yes,One year,No,Electronic check,6,59.9,344.71,2020-05-30 02:22:03,2023-10-11 02:22:03,Yes,0.731,Relocation
101893,Male,0,No,No,Bengaluru North,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40,58.84,2335.91,2019-06-16 06:19:38,2020-01-29 06:19:38,Yes,0.769,Competitor offer
101894,Male,0,No,Yes,Delhi,Fiber optic,No,Yes,No,No,Yes,One year,Yes,Electronic check,11,78.84,877.39,2024-04-08 22:59:31,2026-01-13 00:00:00,Yes,0.5,Competitor offer
101895,Male,1,No,Yes,Chennai,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50,84.55,4211.79,2021-06-14 14:49:26,,No,0.786,
101896,Female,0,Yes,Yes,Hyderabad,None,No,No,No,No,No,Month-to-month,Yes,Electronic check,44,19.62,863.89,2021-07-22 12:22:07,2026-01-13 00:00:00,Yes,0.87,Relocation
101897,Male,0,Yes,No,Kolkata,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,32,79.48,2511.39,2019-05-02 19:21:26,2021-09-17 19:21:26,Yes,0.802,Service issues
101898,Female,0,No,Yes,Chennai,None,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1,19.96,20.46,2019-08-06 07:06:16,2020-04-23 07:06:16,Yes,0.9,Service issues
101899,Female,0,No,Yes,Mumbai,DSL,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4,57.89,247.49,2024-05-21 23:30:12,2026-01-13 00:00:00,Yes,0.802,Service issues
101900,Female,0,Yes,No,Ahmedabad,DSL,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),49,51.25,2476.91,2024-11-07 05:27:48,2025-02-22 05:27:48,Yes,0.786,Relocation
101901,Male,0,Yes,Yes,Kolkata,None,No,No,No,No,No,Month-to-month,Yes,Electronic check,43,22.35,1009.17,2024-12-25 20:22:44,2026-01-13 00:00:00,Yes,0.87,Competitor offer
101902,Male,0,Yes,Yes,Bengaluru South,None,No,No,No,No,No,One year,Yes,Bank transfer (automatic),10,22.37,210.76,2022-07-09 11:22:04,2026-01-13 00:00:00,Yes,0.525,Price too high
101903,Male,0,Yes,No,Kolkata,DSL,Yes,No,No,Yes,Yes,One year,No,Electronic check,41,62.03,2556.26,2020-10-02 22:24:08,2022-08-12 22:24:08,Yes,0.574,Relocation
101904,Male,0,No,Yes,Jaipur,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67,99.34,6601.1,2025-12-30 18:04:39,,No,0.646,
101905,Female,0,No,No,Chennai,DSL,No,No,Yes,No,Yes,One year,Yes,Mailed check,32,60.7,1948.23,2019-01-01 22:35:19,2022-08-30 22:35:19,Yes,0.525,Service issues
101906,Male,0,Yes,Yes,Mumbai,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64,80.99,5179.79,2024-07-17 22:23:49,2026-01-13 00:00:00,Yes,0.917,Price too high
101907,Male,0,Yes,Yes,Chennai,None,No,No,No,No,No,Month-to-month,No,Electronic check,30,18.59,586.65,2025-09-11 10:14:11,2025-12-01 10:14:11,Yes,0.881,Service issues
101908,Female,1,No,No,Mumbai,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),12,89.5,1082.73,2022-10-09 18:30:20,2022-12-18 18:30:20,Yes,0.818,Competitor offer
101909,Male,0,Yes,No,Hyderabad,DSL,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34,67.75,2297.46,2024-04-16 08:17:39,2026-01-13 00:00:00,Yes,0.646,Service issues
101910,Female,0,No,No,Pune,DSL,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),33,66.72,2232.4,2022-11-08 17:32:14,2024-12-04 17:32:14,Yes,0.711,Relocation
101911,Female,1,No,No,Jaipur,DSL,No,No,No,No,No,One year,Yes,Electronic check,49,46.27,2271.13,2019-02-17 13:16:24,2021-12-02 13:16:24,Yes,0.711,Price too high
101912,Female,0,No,No,Chennai,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61,92.24,5638.06,2022-12-12 20:08:47,2024-06-04 20:08:47,Yes,0.646,Payment problems
101913,Female,0,Yes,No,Bengaluru South,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,9,82.07,735.71,2023-01-13 07:17:16,,No,0.846,
101914,Female,0,Yes,No,Hyderabad,None,No,No,No,No,No,Month-to-month,No,Electronic check,8,18.8,156.38,2022-02-12 22:54:07,2023-03-14 22:54:07,Yes,0.881,Service issues
101915,Female,0,No,No,Mumbai,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,8,86.19,691.97,2020-08-24 19:08:03,2022-03-29 19:08:03,Yes,0.786,Competitor offer
101916,Female,0,No,No,Mumbai,DSL,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,35,72.57,2556.82,2019-02-03 08:44:11,,No,0.214,
101917,Female,1,Yes,Yes,Delhi,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,62,85.75,5278.25,2021-10-11 07:05:45,,No,0.87,
101918,Male,0,No,No,Bengaluru North,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35,67.86,2386.33,2020-07-23 03:05:27,2022-11-26 03:05:27,Yes,0.786,Price too high
101919,Male,0,No,No,Jaipur,DSL,No,Yes,No,No,Yes,Two year,Yes,Electronic check,39,61.78,2392.73,2022-05-17 14:16:29,,No,0.31,
101920,Male,1,No,No,Pune,DSL,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),37,66.77,2480.04,2020-06-07 00:54:55,2023-03-03 00:54:55,Yes,0.599,Relocation
101921,Male,0,Yes,Yes,Kolkata,None,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20,23.62,416.88,2025-10-28 03:53:06,2026-01-13 00:00:00,Yes,0.786,Price too high
101922,Female,0,No,Yes,Mumbai,Fiber optic,Yes,No,No,Yes,No,One year,Yes,Electronic check,12,78.9,928.97,2021-12-24 13:42:30,,No,0.55,
