,CustomerID,Gender,SeniorCitizen,Partner,Dependents,Region,InternetService,OnlineSecurity,TechSupport,OnlineBackup,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TenureMonths,MonthlyCharges,TotalCharges,AccountStartDate,AccountEndDate,Churn,ChurnProbability,ChurnReason
854,100854,1,0,1,1,6,1,1,0,0,0,1,0,0,2,54,78.12,4209.51,939,4271,0,0.818,5
855,100855,1,0,1,0,0,1,1,0,0,1,0,0,1,2,35,81.48,2851.11,1256,4271,0,0.87,5
856,100856,1,0,0,0,6,0,1,0,0,1,1,0,1,2,36,69.98,2522.54,9889,4271,0,0.802,5
857,100857,1,0,0,1,4,1,1,1,0,0,1,1,1,0,61,93.18,5647.15,7779,4271,0,0.354,5
858,100858,0,0,1,0,6,0,0,1,0,0,0,1,1,2,7,55.4,368.21,487,4271,0,0.5,5
859,100859,1,0,0,0,7,1,0,0,1,0,0,0,1,0,23,67.12,1522.45,1872,2745,1,0.786,2
860,100860,0,0,1,0,2,1,1,1,0,0,0,1,1,2,8,84.03,706.38,2212,4271,0,0.5,5
861,100861,1,0,0,1,1,0,0,1,0,1,1,1,0,3,21,70.07,1438.7,9001,4270,1,0.378,3
862,100862,0,0,0,0,2,1,1,0,0,1,1,0,0,2,38,84.52,3185.22,9119,4270,1,0.881,0
863,100863,0,0,1,1,7,1,1,1,0,1,1,1,1,0,31,96.64,2998.16,9971,4270,1,0.354,1
864,100864,0,0,0,1,3,0,0,0,1,1,1,0,1,2,40,62.4,2466.69,6335,4271,0,0.87,5
865,100865,1,0,1,1,2,2,0,0,0,0,0,0,1,0,45,17.4,780.71,6003,4270,1,0.786,4
866,100866,1,0,0,1,5,0,1,1,1,1,0,0,0,2,18,76.88,1406.73,5165,4270,1,0.69,4
867,100867,0,0,0,0,1,0,0,0,0,0,1,0,1,3,20,52.36,1043.22,8393,4270,1,0.786,3
868,100868,1,0,0,0,7,0,0,0,0,1,1,2,1,3,26,62.01,1612.81,582,507,1,0.332,3
869,100869,0,0,1,0,7,0,0,1,0,0,0,0,1,3,4,53.51,214.05,2709,1819,1,0.802,3
870,100870,1,0,1,1,6,1,1,0,0,1,1,0,1,3,10,85.15,823.28,6404,2471,1,0.786,4
871,100871,0,0,1,0,2,1,1,1,0,0,0,0,1,1,40,76.33,3043.13,6104,4271,0,0.525,5
872,100872,0,0,0,0,0,1,0,1,0,0,0,0,0,2,34,79.13,2683.92,5943,3586,1,0.786,3
873,100873,1,0,0,0,8,0,1,0,1,1,1,0,1,0,3,75.26,233.37,7151,4270,1,0.832,4
874,100874,0,0,0,0,4,0,0,1,1,1,1,2,1,1,22,70.46,1498.89,7642,4270,1,0.198,4
875,100875,1,0,0,1,4,1,1,0,0,1,1,2,0,2,3,80.18,277.52,2005,4271,0,0.69,5
876,100876,0,1,1,0,3,1,0,0,1,0,0,0,1,3,47,73.15,3460.31,5341,4270,1,0.818,3
877,100877,0,0,1,1,6,0,1,0,0,1,0,0,1,2,27,61.01,1656.64,2176,436,1,0.802,1
878,100878,1,0,1,0,3,0,0,0,0,1,1,0,1,0,9,61.49,549.55,173,4271,0,0.786,5
879,100879,1,0,1,0,6,0,1,0,0,1,0,1,0,2,10,54.01,501.69,2714,4271,0,0.574,5
880,100880,1,0,1,0,8,0,0,0,0,1,1,0,1,3,70,55.19,3860.69,6900,4271,0,0.786,5
881,100881,0,0,0,0,4,0,1,0,1,0,0,0,1,3,0,58.34,9.9,7145,4066,1,0.832,0
882,100882,1,0,1,0,9,1,1,1,1,1,0,0,1,3,33,92.0,3002.82,8333,4271,0,0.646,5
883,100883,0,1,1,1,8,0,0,1,0,0,0,2,1,1,33,52.5,1751.84,710,4271,0,0.231,5
884,100884,0,0,0,0,6,0,0,1,0,1,1,0,0,3,55,62.0,3365.74,8556,4270,1,0.668,1
885,100885,1,0,1,0,5,1,0,1,1,1,0,0,0,0,61,84.69,5211.17,4388,4270,1,0.769,0
886,100886,1,0,0,1,4,1,1,0,1,1,0,2,1,1,35,85.62,2998.12,3601,4271,0,0.332,5
887,100887,0,1,1,1,7,1,0,0,0,1,0,1,0,0,20,74.01,1477.32,1792,3313,1,0.599,4
888,100888,0,0,0,1,4,0,0,1,0,0,0,0,0,1,27,55.2,1502.0,7753,4271,0,0.668,5
889,100889,1,0,0,0,1,1,0,0,1,1,1,0,1,2,15,82.7,1208.91,5053,4270,1,0.917,0
890,100890,1,0,1,0,9,1,0,0,1,1,1,2,0,2,58,86.39,5044.93,8010,4271,0,0.622,5
891,100891,1,0,0,1,3,0,0,1,1,1,0,1,1,0,27,64.75,1766.88,2399,661,1,0.354,0
892,100892,1,0,0,0,6,0,1,1,0,1,0,0,1,1,43,74.71,3245.19,7501,4271,0,0.525,5
893,100893,1,0,0,0,1,0,0,1,0,1,0,1,1,2,28,62.05,1735.84,7130,4271,0,0.5,5
894,100894,0,0,1,1,9,1,1,1,0,1,1,1,1,1,1,95.83,55.38,5717,2035,1,0.55,3
895,100895,0,0,1,0,1,1,0,0,1,0,0,1,1,2,15,70.08,1016.59,5840,4271,0,0.668,5
896,100896,0,1,0,1,1,0,0,0,1,0,1,2,0,3,48,54.4,2637.16,9287,4270,1,0.401,4
897,100897,0,0,0,0,3,0,0,1,1,0,0,0,1,1,54,61.29,3305.7,2618,4271,0,0.646,5
898,100898,1,1,1,1,2,2,0,0,0,0,0,0,0,2,1,17.69,36.82,6583,3554,1,0.953,3
899,100899,1,0,1,1,5,1,0,0,0,1,1,1,1,0,11,82.18,939.53,5692,3222,1,0.646,0
900,100900,1,0,1,1,9,0,0,0,0,1,1,0,1,1,57,59.63,3424.25,26,304,1,0.786,0
901,100901,0,0,1,1,2,1,0,1,0,0,1,0,1,0,25,78.57,1983.94,6630,4270,1,0.646,2
902,100902,0,0,1,0,9,0,1,0,1,1,0,0,0,2,49,66.24,3231.77,480,2367,1,0.818,0
903,100903,1,0,1,1,1,1,0,0,1,0,1,0,0,0,29,75.02,2230.53,8368,3338,1,0.802,2
904,100904,1,0,1,0,0,1,1,0,0,0,1,0,1,2,13,77.74,986.96,7049,4270,1,0.802,3
905,100905,0,0,1,1,1,2,0,0,0,0,0,0,1,2,14,20.56,308.2,9419,4270,1,0.87,2
906,100906,0,0,0,0,1,1,1,1,0,1,1,0,1,2,64,96.92,6211.3,4048,2642,1,0.769,3
907,100907,1,0,1,0,3,0,1,0,0,0,0,0,0,0,16,51.65,840.38,2589,877,1,0.711,2
908,100908,1,0,1,0,6,1,0,1,1,1,0,0,0,2,71,84.58,5972.2,408,63,1,0.858,0
909,100909,0,0,1,1,0,2,0,0,0,0,0,1,1,3,50,18.85,989.71,9042,4271,0,0.525,5
910,100910,1,0,0,0,8,1,0,1,1,0,1,1,0,1,13,87.75,1082.71,7996,4271,0,0.5,5
911,100911,1,1,0,1,2,0,1,0,0,1,0,1,1,3,52,61.96,3159.32,7795,4271,0,0.45,5
912,100912,1,0,0,1,3,2,0,0,0,0,0,0,1,2,48,21.68,995.52,5509,3998,1,0.87,4
913,100913,0,0,1,0,7,0,0,0,0,1,1,1,1,2,48,57.05,2764.58,3204,4271,0,0.668,5
914,100914,0,0,0,0,8,0,0,0,1,1,0,1,1,1,51,63.4,3186.33,7010,4271,0,0.525,5
915,100915,0,0,1,0,4,0,0,0,1,0,0,0,1,2,45,43.22,1922.54,8939,4270,1,0.87,4
916,100916,0,1,1,0,1,0,1,0,1,0,1,1,0,3,69,62.23,4293.29,8344,4271,0,0.475,5
917,100917,0,0,0,0,2,1,0,0,0,0,1,2,1,0,54,73.53,3982.38,3353,4271,0,0.332,5
918,100918,0,0,0,0,9,0,1,0,0,0,0,1,1,2,50,57.57,2867.26,5813,4270,1,0.55,0
919,100919,0,0,0,0,1,0,0,1,0,1,1,2,1,1,20,68.97,1418.71,8994,4271,0,0.198,5
920,100920,1,0,0,0,2,1,0,0,0,0,0,0,1,0,12,64.05,757.1,2246,4271,0,0.786,5
921,100921,1,1,0,0,2,1,0,0,0,1,1,0,1,3,38,82.54,3158.45,6996,2542,1,0.881,4
922,100922,1,0,1,1,4,1,0,1,1,1,0,2,1,1,1,84.52,125.16,8771,4270,1,0.475,1
923,100923,1,0,1,1,1,0,0,0,1,0,1,0,1,2,26,54.55,1413.19,4153,2312,1,0.87,2
924,100924,1,0,1,0,9,0,0,1,0,1,1,0,1,1,16,70.41,1106.75,6019,4271,0,0.646,5
925,100925,1,0,0,1,6,1,0,1,1,1,0,0,0,2,43,90.37,3854.58,4362,1215,1,0.858,0
926,100926,1,0,1,1,1,0,1,1,1,1,1,0,1,2,24,76.28,1835.24,2167,390,1,0.668,4
927,100927,0,0,0,0,3,0,1,1,1,1,1,0,1,2,33,85.96,2861.6,9560,4270,1,0.769,0
928,100928,0,0,1,0,7,1,1,1,1,0,0,0,1,2,38,89.72,3409.96,34,172,1,0.769,3
929,100929,1,1,1,0,8,1,0,1,0,0,1,0,1,2,12,83.47,997.22,2950,1145,1,0.87,2
930,100930,1,0,1,1,1,1,0,1,1,1,1,0,1,3,0,95.59,0.0,3430,2943,1,0.87,2
931,100931,0,0,1,1,1,1,0,0,0,0,1,0,1,1,9,73.95,669.2,6742,2482,1,0.786,2
932,100932,1,0,0,1,3,1,0,1,0,0,1,1,1,2,63,82.35,5180.02,2073,4271,0,0.622,5
933,100933,1,1,1,0,9,0,0,0,0,1,0,1,1,2,32,51.26,1638.41,6600,2313,1,0.711,3
934,100934,0,0,1,0,2,0,1,1,1,0,0,1,1,2,17,63.23,1063.73,6322,4271,0,0.378,5
935,100935,1,0,1,0,7,0,1,0,0,1,1,0,1,3,49,64.29,3185.64,6767,4270,1,0.69,3
936,100936,0,0,1,1,5,2,0,0,0,0,0,0,0,2,37,20.82,775.01,4208,4271,0,0.881,5
937,100937,1,0,1,0,8,1,1,1,0,0,1,0,1,2,30,89.28,2680.87,8150,4270,1,0.769,2
938,100938,0,0,1,0,7,1,1,0,0,1,0,0,1,2,41,77.7,3217.0,5298,4270,1,0.802,1
939,100939,0,0,0,1,2,0,0,0,1,0,1,0,1,3,38,55.19,2103.52,3556,964,1,0.786,2
940,100940,0,0,1,0,5,0,1,1,1,1,0,0,0,1,7,73.87,541.08,6175,4270,1,0.55,4
941,100941,1,0,1,0,1,1,1,1,0,0,0,0,1,1,61,80.05,4903.41,2532,4271,0,0.646,5
942,100942,0,0,0,0,5,2,0,0,0,0,0,0,1,0,44,17.77,795.02,3316,910,1,0.786,2
943,100943,1,1,1,0,2,0,0,1,1,1,1,0,1,2,67,75.44,5047.2,5095,4270,1,0.802,0
944,100944,1,1,1,0,3,2,0,0,0,0,0,0,1,1,58,16.92,988.42,4293,4270,1,0.818,4
945,100945,1,0,0,0,2,0,1,0,0,0,0,2,1,2,45,52.9,2388.19,920,4271,0,0.354,5
946,100946,1,0,1,0,5,0,0,1,1,0,1,2,0,3,50,67.5,3423.87,5632,4271,0,0.214,5
947,100947,0,0,0,0,1,0,0,0,1,0,0,1,1,1,13,50.25,650.9,8638,4271,0,0.525,5
948,100948,0,0,0,1,2,1,1,0,1,0,0,0,1,3,36,76.87,2777.18,9258,4270,1,0.69,2
949,100949,1,0,0,0,2,1,0,0,1,1,1,2,1,2,30,88.75,2653.61,8043,4271,0,0.599,5
950,100950,1,0,0,0,1,1,1,0,0,0,0,0,0,0,31,75.62,2338.19,2116,3019,1,0.711,0
951,100951,0,0,1,0,5,0,0,0,0,0,0,0,1,1,33,50.56,1659.71,6303,4270,1,0.786,1
952,100952,1,0,1,1,6,1,0,0,0,1,0,0,1,0,34,70.55,2370.61,8864,4270,1,0.786,1
953,100953,0,0,1,1,7,0,1,1,0,0,1,0,1,2,54,69.51,3763.22,2965,4271,0,0.668,5
954,100954,1,0,1,1,0,0,0,0,0,0,1,1,1,2,8,55.04,427.09,6330,4270,1,0.668,2
955,100955,1,0,0,1,1,0,1,1,0,1,1,0,1,2,59,81.85,4852.96,6624,2398,1,0.769,0
956,100956,0,0,0,1,1,1,0,1,1,0,0,0,1,2,69,82.07,5691.41,3512,771,1,0.846,2
957,100957,1,0,0,0,9,1,1,1,1,1,1,2,1,1,19,99.86,1893.72,2613,4271,0,0.198,5
958,100958,0,0,0,0,6,0,1,1,1,0,0,2,0,2,23,67.13,1561.29,2866,4271,0,0.231,5
959,100959,1,0,1,0,5,0,1,0,1,0,1,0,1,1,48,64.98,3058.61,7638,4271,0,0.69,5
960,100960,1,0,0,0,4,1,1,1,1,0,0,0,0,3,50,87.38,4366.74,7479,4271,0,0.668,5
961,100961,1,1,0,0,1,0,0,1,0,1,0,0,1,0,21,60.13,1254.94,5250,1934,1,0.69,3
962,100962,0,0,0,0,2,2,0,0,0,0,0,2,1,1,22,20.52,479.7,7429,4270,1,0.332,0
963,100963,1,0,1,1,8,2,0,0,0,0,0,0,1,1,20,15.0,288.81,3684,3193,1,0.786,0
964,100964,1,0,0,1,5,1,1,1,0,0,0,0,0,1,54,79.08,4293.73,334,1001,1,0.55,1
965,100965,1,1,1,0,1,1,0,0,0,0,0,1,1,3,23,67.21,1566.64,6100,4271,0,0.574,5
966,100966,1,1,0,1,0,1,0,0,1,1,1,0,0,0,33,90.09,2919.43,2026,345,1,0.891,3
967,100967,0,0,0,0,6,0,1,1,1,1,1,2,0,2,9,81.72,743.41,1020,4271,0,0.332,5
968,100968,0,1,1,1,0,0,0,1,0,0,1,1,0,0,13,59.85,819.99,532,4271,0,0.426,5
969,100969,1,0,0,0,0,0,1,0,0,1,0,0,1,3,43,56.51,2447.17,1173,2247,1,0.69,4
970,100970,0,0,0,0,1,2,0,0,0,0,0,1,1,2,38,17.72,671.27,9338,4270,1,0.668,3
971,100971,1,0,1,0,6,1,0,1,0,0,1,0,1,1,41,80.85,3286.39,4632,4270,1,0.75,4
972,100972,1,0,0,1,8,0,0,0,1,0,1,0,1,2,45,57.93,2583.97,4638,1969,1,0.87,2
973,100973,1,1,0,1,0,1,0,1,0,1,0,0,0,3,32,78.82,2544.51,2181,1882,1,0.711,4
974,100974,0,0,0,0,2,0,0,0,1,0,1,0,1,2,68,56.93,3806.3,4921,3711,1,0.87,0
975,100975,0,1,0,0,4,1,0,1,0,1,1,0,1,3,11,89.6,998.52,3309,1307,1,0.786,0
976,100976,0,0,0,0,1,0,1,0,0,0,0,0,1,3,15,55.9,841.83,4616,1808,1,0.69,0
977,100977,0,0,0,0,1,1,0,1,0,0,1,1,1,0,54,81.64,4404.11,5640,2673,1,0.475,0
978,100978,0,0,1,0,6,0,0,0,0,1,1,0,0,2,59,57.7,3406.83,4309,4271,0,0.881,5
979,100979,0,0,1,0,7,1,0,0,0,1,1,1,0,2,64,74.67,4756.63,3740,4078,1,0.69,4
980,100980,0,0,0,0,9,0,0,1,0,1,1,0,1,2,41,67.09,2773.23,5661,4270,1,0.769,3
981,100981,0,0,0,1,9,0,1,0,0,0,1,0,1,2,69,62.48,4310.01,2497,1374,1,0.802,1
982,100982,0,1,0,1,5,1,1,0,1,0,1,0,1,3,4,85.63,352.19,2713,2925,1,0.909,3
983,100983,1,0,0,0,8,1,1,1,0,1,0,0,1,0,40,90.46,3588.72,7661,4270,1,0.646,0
984,100984,0,0,0,0,7,2,0,0,0,0,0,0,1,0,8,22.43,160.67,4792,4271,0,0.786,5
985,100985,0,0,1,0,4,1,1,1,0,1,1,0,0,1,64,99.76,6391.9,8691,4270,1,0.668,2
986,100986,0,0,0,1,3,1,0,1,0,0,0,2,1,2,47,75.78,3614.02,9714,4271,0,0.31,5
987,100987,0,1,1,1,6,2,0,0,0,0,0,0,1,3,66,21.27,1417.37,8020,4270,1,0.818,2
988,100988,0,0,0,0,4,1,0,0,1,1,0,0,1,0,29,69.34,2053.5,7714,4270,1,0.786,4
989,100989,0,0,0,1,4,1,0,0,0,1,0,1,0,3,40,73.72,3002.82,210,1549,1,0.55,0
990,100990,0,0,0,0,0,1,0,0,0,1,0,0,0,0,61,77.6,4728.55,3800,1610,1,0.802,4
991,100991,0,0,1,1,0,2,0,0,0,0,0,0,1,1,16,15.88,286.18,6499,2399,1,0.786,1
992,100992,0,0,0,0,6,1,0,0,0,1,1,1,1,2,67,82.14,5503.88,6441,4271,0,0.769,5
993,100993,0,0,0,0,9,1,1,1,0,0,0,0,1,2,56,85.4,4764.45,5576,3963,1,0.769,0
994,100994,0,0,0,1,8,0,1,1,0,0,0,1,1,3,44,62.93,2801.22,330,4271,0,0.25,5
995,100995,1,0,1,1,2,1,0,1,0,1,0,1,1,3,27,76.45,2064.07,9076,4270,1,0.354,1
996,100996,1,0,0,0,1,0,0,0,1,1,0,0,0,2,23,52.73,1207.42,3622,4270,1,0.881,0
997,100997,0,0,0,0,5,0,0,0,0,0,1,1,1,3,56,52.53,2968.76,3869,4271,0,0.525,5
998,100998,0,0,0,0,2,1,0,1,0,0,1,0,1,0,42,85.63,3583.43,7027,4098,1,0.75,1
999,100999,1,0,0,0,3,1,0,0,0,0,0,1,1,2,63,60.0,3768.11,7124,4270,1,0.668,3
1000,101000,0,0,1,1,0,1,0,1,0,0,1,0,0,1,32,80.14,2583.12,1067,94,1,0.769,3
1001,101001,1,0,1,1,6,1,0,1,1,0,1,1,1,0,27,88.21,2398.14,1448,4271,0,0.475,5
1002,101002,1,1,0,0,1,0,0,1,0,0,1,0,0,0,65,59.84,3898.36,2368,2478,1,0.711,0
1003,101003,1,0,1,1,8,0,0,1,0,0,0,0,1,2,30,53.29,1615.21,4625,2322,1,0.769,0
1004,101004,1,0,0,0,7,0,0,1,0,1,1,0,1,1,13,72.37,975.53,1241,1449,1,0.646,4
1005,101005,1,1,1,0,9,0,0,0,0,0,0,1,1,3,18,46.92,827.59,7225,4271,0,0.574,5
1006,101006,0,0,0,1,7,1,0,1,1,1,1,0,0,2,33,94.44,3138.81,3120,4126,1,0.858,4
1007,101007,1,0,1,0,0,1,0,0,1,0,0,2,0,2,51,66.31,3401.27,9340,4271,0,0.5,5
1008,101008,0,0,0,1,4,0,1,0,0,0,1,0,1,2,36,58.08,2167.95,1427,4271,0,0.802,5
1009,101009,0,0,1,1,8,0,0,0,0,0,0,0,1,2,8,45.44,398.54,2213,787,1,0.87,0
1010,101010,1,0,1,0,4,2,0,0,0,0,0,0,1,2,58,19.94,1147.87,5636,4270,1,0.87,0
1011,101011,1,0,1,0,5,1,0,1,0,1,0,0,1,0,53,81.97,4355.59,3965,4271,0,0.75,5
1012,101012,0,1,1,1,8,0,0,1,0,1,1,0,0,2,31,72.34,2250.14,3733,3083,1,0.818,2
1013,101013,1,0,0,0,7,0,1,1,0,0,1,0,1,3,37,69.03,2613.68,9441,4271,0,0.525,5
1014,101014,1,0,1,0,0,1,0,0,0,1,0,2,0,1,37,73.53,2743.75,142,4271,0,0.354,5
1015,101015,0,0,0,1,8,0,0,0,0,0,0,0,1,0,45,35.4,1587.95,5314,3497,1,0.786,2
1016,101016,0,0,0,0,6,1,0,1,0,1,1,1,1,2,4,86.47,342.52,5033,2484,1,0.786,0
1017,101017,1,0,0,0,3,1,0,0,0,0,0,0,1,2,7,66.72,456.38,9302,4271,0,0.87,5
1018,101018,0,0,0,0,0,2,0,0,0,0,0,0,1,1,17,18.18,300.2,851,2768,1,0.786,4
1019,101019,1,0,0,1,1,1,0,1,0,1,0,0,1,3,69,78.14,5434.4,767,2539,1,0.646,0
1020,101020,1,0,0,0,8,0,0,0,0,0,1,1,1,3,4,58.49,233.11,6520,4230,1,0.711,2
1021,101021,1,1,0,0,8,0,0,0,1,0,0,0,1,2,65,52.14,3426.13,63,2424,1,0.891,3
1022,101022,0,1,1,1,8,1,1,1,1,1,1,1,1,2,0,99.36,9.67,8804,4270,1,0.731,4
1023,101023,0,0,1,1,2,0,0,0,0,0,1,0,1,0,33,55.38,1802.8,6746,4271,0,0.786,5
1024,101024,0,0,0,1,0,0,1,0,0,0,0,0,1,1,33,51.76,1684.27,8916,4270,1,0.69,2
1025,101025,0,0,0,1,4,0,0,1,0,1,0,1,1,2,43,56.91,2435.58,8477,3528,1,0.5,1
1026,101026,0,1,0,1,6,1,0,0,0,0,0,0,1,1,9,63.36,597.03,9900,4270,1,0.818,0
1027,101027,1,0,0,0,3,1,0,1,0,0,1,2,1,2,40,78.67,3155.62,685,4271,0,0.31,5
1028,101028,1,0,1,1,1,0,1,1,0,1,0,0,1,0,39,67.11,2572.91,1376,4271,0,0.525,5
1029,101029,1,0,0,0,9,1,0,0,1,0,1,1,1,0,1,73.72,59.15,1904,213,1,0.711,4
1030,101030,1,0,0,0,6,1,0,0,0,1,1,0,1,2,66,78.93,5211.38,3349,746,1,0.87,0
1031,101031,0,0,1,0,9,2,0,0,0,0,0,1,1,1,30,22.07,666.9,7682,3573,1,0.525,1
1032,101032,1,0,0,0,1,1,0,0,0,1,1,0,1,0,30,78.41,2314.73,9954,4270,1,0.786,1
1033,101033,0,0,1,1,6,2,0,0,0,0,0,0,1,3,54,19.3,1019.94,1667,328,1,0.786,0
1034,101034,1,0,0,0,2,2,0,0,0,0,0,0,1,3,21,21.26,443.62,8169,4270,1,0.786,4
1035,101035,0,0,0,0,5,1,0,1,1,1,0,0,1,0,17,85.25,1420.86,9330,4270,1,0.75,2
1036,101036,0,0,1,1,9,1,0,0,0,1,0,0,1,2,62,73.75,4542.64,5974,3648,1,0.87,2
1037,101037,1,1,0,1,8,0,0,1,0,0,0,1,1,0,69,53.45,3680.5,314,4271,0,0.401,5
1038,101038,1,0,0,1,8,1,0,1,1,0,1,1,0,2,58,88.87,5178.44,9363,4271,0,0.646,5
1039,101039,1,1,1,1,6,0,0,1,0,1,0,0,1,3,45,60.68,2734.25,5038,4270,1,0.69,4
1040,101040,1,0,1,1,0,1,0,1,0,1,0,0,1,2,59,78.41,4606.6,9656,4270,1,0.769,3
1041,101041,0,0,0,1,9,0,0,1,0,0,1,1,0,2,31,63.65,1977.51,9586,4270,1,0.525,4
1042,101042,1,0,1,1,8,0,0,1,0,1,1,1,1,1,1,72.57,57.64,1430,4271,0,0.55,5
1043,101043,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,49.62,12.43,4691,4270,1,0.943,2
1044,101044,0,0,1,1,2,2,0,0,0,0,0,1,1,0,32,22.23,689.9,6169,4271,0,0.525,5
1045,101045,1,0,0,0,9,0,0,1,0,0,1,0,1,2,10,57.71,560.8,7123,4271,0,0.769,5
1046,101046,1,0,0,0,8,2,0,0,0,0,0,2,1,1,28,15.0,420.13,1624,4271,0,0.332,5
1047,101047,1,0,1,0,1,0,0,1,0,0,0,1,0,3,10,56.42,581.26,107,8,1,0.378,3
1048,101048,1,0,0,1,4,1,0,1,1,1,1,1,1,2,29,94.42,2758.56,5286,1815,1,0.622,2
1049,101049,1,1,0,0,5,0,1,0,0,1,1,1,1,0,34,67.63,2315.39,9130,4271,0,0.45,5
1050,101050,0,0,0,1,0,0,0,0,0,1,0,0,1,3,26,52.24,1410.54,7519,4271,0,0.786,5
1051,101051,1,1,0,0,3,2,0,0,0,0,0,0,1,3,17,22.7,393.96,7180,3217,1,0.818,0
1052,101052,1,0,0,0,5,0,0,0,0,0,1,0,1,0,27,49.85,1354.94,9547,4270,1,0.786,0
1053,101053,1,0,0,1,8,0,1,0,0,0,1,0,1,1,54,64.51,3480.37,7165,4270,1,0.69,2
1054,101054,1,0,0,1,9,1,0,1,1,1,1,0,1,2,52,95.09,4925.37,1610,348,1,0.846,0
1055,101055,1,0,0,1,5,1,0,1,0,1,1,1,1,3,37,84.37,3120.79,833,105,1,0.475,4
1056,101056,0,0,1,1,5,2,0,0,0,0,0,0,0,2,22,17.08,375.54,9866,4270,1,0.881,0
1057,101057,1,0,0,1,4,1,0,1,1,1,1,0,1,2,3,90.1,265.62,9573,4270,1,0.924,3
1058,101058,0,0,1,0,9,1,0,1,1,1,0,0,1,2,45,87.75,3942.82,6121,2112,1,0.846,3
1059,101059,0,0,1,1,0,1,0,0,1,0,1,0,1,2,28,78.07,2221.33,2130,1118,1,0.87,0
1060,101060,1,0,1,0,3,1,0,0,0,0,1,0,1,2,39,70.17,2708.75,3219,2082,1,0.87,4
1061,101061,1,0,1,0,3,1,1,1,1,1,0,1,1,0,43,94.05,4029.1,5464,2938,1,0.354,2
1062,101062,1,0,1,0,7,0,0,1,1,1,0,0,1,2,44,68.94,3015.37,6581,3894,1,0.769,4
1063,101063,1,0,1,0,1,1,0,1,0,1,1,1,1,2,60,90.47,5454.59,4248,4271,0,0.622,5
1064,101064,0,0,1,0,9,0,0,0,0,1,1,0,1,3,71,59.24,4235.71,2362,2142,1,0.786,2
1065,101065,1,0,0,0,6,1,1,0,1,0,1,0,0,3,71,87.12,6181.66,8927,3867,1,0.802,4
1066,101066,1,0,1,0,8,0,1,0,1,1,1,0,0,3,71,76.98,5447.85,6567,4271,0,0.711,5
1067,101067,1,0,1,1,8,0,0,0,0,0,1,0,1,3,29,53.84,1557.1,5480,4271,0,0.786,5
1068,101068,1,0,1,0,3,1,1,1,1,1,1,0,0,2,1,96.62,137.33,6239,4270,1,0.891,1
1069,101069,1,0,1,0,2,0,0,0,0,0,1,1,0,2,51,52.09,2610.26,5481,4271,0,0.69,5
1070,101070,1,1,1,0,9,0,0,1,0,1,1,2,1,2,37,69.46,2571.07,5934,4271,0,0.354,5
1071,101071,0,0,0,0,2,0,1,1,0,1,1,0,1,1,61,79.41,4837.75,6766,3525,1,0.525,4
1072,101072,0,0,0,1,3,0,0,1,1,1,0,0,0,0,69,64.57,4436.12,1013,660,1,0.668,1
1073,101073,1,0,0,0,3,0,0,1,0,0,0,1,1,2,67,57.08,3835.73,6708,4271,0,0.5,5
1074,101074,1,0,0,0,4,1,1,1,0,0,0,0,1,2,25,81.08,2024.27,2259,444,1,0.769,4
1075,101075,1,0,1,1,4,1,1,0,0,1,1,0,0,3,33,84.86,2777.3,1698,872,1,0.802,1
1076,101076,0,0,1,0,2,1,1,0,1,1,1,0,0,2,30,88.31,2692.91,6936,4270,1,0.881,0
1077,101077,1,0,1,1,8,1,1,1,1,1,0,0,0,1,10,91.3,887.03,4192,4271,0,0.668,5
1078,101078,0,0,0,0,9,1,0,1,0,1,1,0,0,3,2,88.46,178.02,7602,4270,1,0.881,2
1079,101079,1,0,1,0,2,0,0,0,0,0,1,2,1,1,2,51.96,105.93,8379,4271,0,0.525,5
1080,101080,1,0,0,1,7,2,0,0,0,0,0,0,1,1,51,18.52,958.05,7878,4270,1,0.786,4
1081,101081,1,1,1,1,5,2,0,0,0,0,0,0,0,3,0,20.07,0.0,9248,4270,1,0.917,1
1082,101082,1,0,1,1,8,0,0,1,0,0,0,0,0,3,45,56.41,2521.32,7697,3179,1,0.668,3
1083,101083,0,0,0,0,1,1,0,0,0,1,0,0,1,2,5,78.38,419.81,6702,4270,1,0.937,1
1084,101084,0,0,0,0,1,0,0,1,1,0,1,1,1,1,55,65.56,3587.6,446,4271,0,0.354,5
1085,101085,1,0,0,1,3,0,1,1,0,0,0,0,1,1,25,67.09,1627.78,2296,1586,1,0.525,4
1086,101086,1,0,0,1,2,0,1,0,0,1,0,0,1,2,60,60.18,3606.38,7277,4271,0,0.802,5
1087,101087,0,0,0,0,1,1,1,0,1,1,0,0,1,0,69,83.0,5756.9,8310,4270,1,0.786,0
1088,101088,0,0,0,0,8,1,0,1,0,1,0,2,1,2,37,85.42,3168.92,468,4271,0,0.426,5
1089,101089,0,0,0,1,6,1,0,0,0,1,1,2,0,2,46,77.01,3521.37,2052,593,1,0.5,3
1090,101090,0,0,1,1,5,1,0,1,0,1,0,0,1,2,21,80.61,1704.88,6536,4271,0,0.846,5
1091,101091,1,0,0,0,0,1,0,1,0,0,1,0,1,0,2,79.8,155.42,536,2269,1,0.802,3
1092,101092,0,0,0,0,1,0,0,0,0,0,1,1,1,2,55,60.76,3341.37,6842,4270,1,0.668,4
